text_original,text_cleaned,text_lemmatized,text_stemmed,sentiment,sentiment_label,url_count,mention_count,hashtag_count,hashtags,user,vader_score,textblob_score,avg_sentiment,sentiment_category
is drinking coffee at the moment.. tomorrow's the first day at school after the holidays ,is drinking coffee at the moment tomorrows the first day at school after the holidays,drinking coffee moment tomorrow first day school holiday,drink coffe moment tomorrow first day school holiday,0,Negative,0,0,0,,AnnafromGermany,0.3818,0.25,0.31589999999999996,Positive
is drinking coffee ... not so perfect this time ,is drinking coffee not so perfect this time,drinking coffee perfect time,drink coffe perfect time,0,Negative,0,0,0,,Latn0k,-0.5815,1.0,0.20925,Positive
"@moonfrye coffee and reeses cups for me, but now I need to go to the gym and work off the reeses ",coffee and reeses cups for me but now i need to go to the gym and work off the reeses,coffee reeses cup need go gym work reeses,coffe rees cup need go gym work rees,0,Negative,0,1,0,,CTZinck,0.0,0.0,0.0,Neutral
"Back at the hospital, but all I really want is to get away and eat BBQ. I can't tho, and all there is here is crisps and shit coffee. ",back at the hospital but all i really want is to get away and eat bbq i cant tho and all there is here is crisps and shit coffee,back hospital really want get away eat bbq cant tho crisp shit coffee,back hospit realli want get away eat bbq cant tho crisp shit coffe,0,Negative,0,0,0,,jonthebeef,-0.6137,0.0,-0.30685,Negative
Ugh another 10 hrs of school.  need coffee!,ugh another hrs of school need coffee,ugh another hr school need coffee,ugh anoth hr school need coffe,0,Negative,0,0,0,,PhCrazySarah,-0.4753,0.0,-0.23765,Negative
"Might be time to move the coffee pot to the studio. Hmmm, but the 1/2 'n 1/2 will still be downstairs. ",might be time to move the coffee pot to the studio hmmm but the n will still be downstairs,might time move coffee pot studio hmmm n still downstairs,might time move coffe pot studio hmmm n still downstair,0,Negative,0,0,0,,inmyheadstudios,0.0,0.0,0.0,Neutral
Coffee....and then working from home ,coffeeand then working from home,coffeeand working home,coffeeand work home,0,Negative,0,0,0,,kiwigirlindc,0.0,0.0,0.0,Neutral
"I dropped my USB drive in my coffee cup. Suddenly remembering why I should make backups of everything. Oh, I hope it's safe. ",i dropped my usb drive in my coffee cup suddenly remembering why i should make backups of everything oh i hope its safe,dropped usb drive coffee cup suddenly remembering make backup everything oh hope safe,drop usb drive coffe cup suddenli rememb make backup everyth oh hope safe,0,Negative,0,0,0,,jen_rose,0.7003,0.25,0.47515,Positive
@valingride valerieee i dont feel gooddd  but anywho i was thinking of using nath. van to get coffeee can i come down and visit im boredd,valerieee i dont feel gooddd but anywho i was thinking of using nath van to get coffeee can i come down and visit im boredd,valerieee dont feel gooddd anywho thinking using nath van get coffeee come visit im boredd,valeriee dont feel gooddd anywho think use nath van get coffee come visit im boredd,0,Negative,0,1,0,,BeanieDe89,0.0,-0.15555555555555559,-0.07777777777777779,Negative
Relocating b/c the landlord is showing the house  Off to read in a coffee shop or something... ? http://blip.fm/~4l137,relocating bc the landlord is showing the house off to read in a coffee shop or something,relocating bc landlord showing house read coffee shop something,reloc bc landlord show hous read coffe shop someth,0,Negative,1,0,0,,maryellis,0.0,0.0,0.0,Neutral
"Hmm, coffee at Nolita's used to be so good... What happened? ",hmm coffee at nolitas used to be so good what happened,hmm coffee nolitas used good happened,hmm coffe nolita use good happen,0,Negative,0,0,0,,AmberSafa,0.5777,0.7,0.6388499999999999,Positive
Yummy. Chocolate Rasberry Truffle coffee this morning. Enjoy the rest of your weekend friends. I think my son's game will be cancelled ,yummy chocolate rasberry truffle coffee this morning enjoy the rest of your weekend friends i think my sons game will be cancelled,yummy chocolate rasberry truffle coffee morning enjoy rest weekend friend think son game cancelled,yummi chocol rasberri truffl coffe morn enjoy rest weekend friend think son game cancel,0,Negative,0,0,0,,Annielicious,0.8271,0.0,0.41355,Positive
making a pot of coffee &amp; relaxing before phils/flyers this afternoon! too bad i have to work @4 and miss most of the hockey game! ,making a pot of coffee amp relaxing before philsflyers this afternoon too bad i have to work and miss most of the hockey game,making pot coffee amp relaxing philsflyers afternoon bad work miss hockey game,make pot coffe amp relax philsflyer afternoon bad work miss hockey game,0,Negative,0,1,0,,juliebean24,-0.3578,-0.23333333333333328,-0.29556666666666664,Negative
@akaMonty mmmm...yum. But I don't think I have coffee or nilla wafers  hubz normally makes b-fast but I OH cereal offered 2 kids double ,mmmmyum but i dont think i have coffee or nilla wafers hubz normally makes bfast but i oh cereal offered kids double,mmmmyum dont think coffee nilla wafer hubz normally make bfast oh cereal offered kid double,mmmmyum dont think coffe nilla wafer hubz normal make bfast oh cereal offer kid doubl,0,Negative,0,1,0,,EmmieJ,0.0,0.075,0.0375,Neutral
"@MichDdot Along with mine, my coffee magically disappeared tho. ",along with mine my coffee magically disappeared tho,along mine coffee magically disappeared tho,along mine coffe magic disappear tho,0,Negative,0,1,0,,starwarspup,-0.2263,0.5,0.13685,Positive
Sunday morning coffee!  and schoolwork ,sunday morning coffee and schoolwork,sunday morning coffee schoolwork,sunday morn coffe schoolwork,0,Negative,0,0,0,,dmdmdzydzy,0.0,0.0,0.0,Neutral
@sunshine_  I miss winter too  I miss my UGGs and I miss bundling up in Juicy training and sipping hot coffee and cruising in the rain,i miss winter too i miss my uggs and i miss bundling up in juicy training and sipping hot coffee and cruising in the rain,miss winter miss uggs miss bundling juicy training sipping hot coffee cruising rain,miss winter miss ugg miss bundl juici train sip hot coffe cruis rain,0,Negative,0,1,0,,PinkElephant73,0.1027,0.25,0.17635,Positive
i sneezed so hard at shoprite i spilled my coffee. no one was impressed ,i sneezed so hard at shoprite i spilled my coffee no one was impressed,sneezed hard shoprite spilled coffee one impressed,sneez hard shoprit spill coffe one impress,0,Negative,0,0,0,,RockHardKilla,0.0087,0.35416666666666663,0.1814333333333333,Positive
spin_that: Wants coffee &amp; food but I forgot my car isn't here and the truck won't start. ,spinthat wants coffee amp food but i forgot my car isnt here and the truck wont start,spinthat want coffee amp food forgot car isnt truck wont start,spinthat want coffe amp food forgot car isnt truck wont start,0,Negative,0,0,0,,cartrouble,0.0,0.2,0.1,Positive
@MCFLYFREAK Next time you will definitely be there with me. For sure! And I wrote it on my card.. bcause I spilled coffee over my banner ,next time you will definitely be there with me for sure and i wrote it on my card bcause i spilled coffee over my banner,next time definitely sure wrote card bcause spilled coffee banner,next time definit sure wrote card bcaus spill coffe banner,0,Negative,0,1,0,,catharinamcfly,0.6476,0.20833333333333334,0.42796666666666666,Positive
In other news: the weather in Pittsburgh has gone from gorgeous to drab and dreary.  Goo on face itches. Laundry awaits. MORE COFFEE!,in other news the weather in pittsburgh has gone from gorgeous to drab and dreary goo on face itches laundry awaits more coffee,news weather pittsburgh gone gorgeous drab dreary goo face itch laundry awaits coffee,news weather pittsburgh gone gorgeou drab dreari goo face itch laundri await coffe,0,Negative,0,0,0,,kristenmchugh22,0.4926,0.39999999999999997,0.4463,Positive
@CoffeeAndMCR hey i don t know what happend i can t wath that video! ,hey i don t know what happend i can t wath that video,hey know happend wath video,hey know happend wath video,0,Negative,0,1,0,,Melu_mcr,0.0,0.0,0.0,Neutral
@jtrumpio JEALOUS!  My coffee maker was dirty from yesterday...so I didn't get my fix. ,jealous my coffee maker was dirty from yesterdayso i didnt get my fix,jealous coffee maker dirty yesterdayso didnt get fix,jealou coffe maker dirti yesterdayso didnt get fix,0,Negative,0,1,0,,k8ebeth,-0.7861,-0.6,-0.6930499999999999,Negative
@itsmebrandon haha heyyy. i need coffee now. ,haha heyyy i need coffee now,haha heyyy need coffee,haha heyyy need coffe,0,Negative,0,1,0,,juannn,0.4588,0.2,0.3294,Positive
"@_kristi no no, iced coffee and coffee roll is heaven on earth! im going to miss you so much over the summer ",no no iced coffee and coffee roll is heaven on earth im going to miss you so much over the summer,iced coffee coffee roll heaven earth im going miss much summer,ice coffe coffe roll heaven earth im go miss much summer,0,Negative,0,1,0,,_sahara,0.2003,0.2,0.20015,Positive
"Coffee is the Satan's piss, so why do I keep forcing myself to drink it?! ",coffee is the satans piss so why do i keep forcing myself to drink it,coffee satan piss keep forcing drink,coffe satan piss keep forc drink,0,Negative,0,0,0,,mintyfizz,-0.4574,0.0,-0.2287,Negative
coffee with bee. sunday tradition! but last one of the semester ,coffee with bee sunday tradition but last one of the semester,coffee bee sunday tradition last one semester,coffe bee sunday tradit last one semest,0,Negative,0,0,0,,lola525,0.0,0.0,0.0,Neutral
"is having one of those days, where you make coffee and forget to put coffee in, then come back again to see you forgot to push start.  ",is having one of those days where you make coffee and forget to put coffee in then come back again to see you forgot to push start,one day make coffee forget put coffee come back see forgot push start,one day make coffe forget put coffe come back see forgot push start,0,Negative,0,0,0,,GadgetDirectory,-0.2263,0.0,-0.11315,Negative
"so i still have the headache i had last night. not cool.  grrr. coffeeee (yes, i havent been awake long haha)",so i still have the headache i had last night not cool grrr coffeeee yes i havent been awake long haha,still headache last night cool grrr coffeeee yes havent awake long haha,still headach last night cool grrr coffeee ye havent awak long haha,0,Negative,0,0,0,,karebearkc,0.6167,-0.14500000000000002,0.23585,Positive
"Good Morning. Coffee and emails again. The Berry is going to hospital today, he is sick  so I will have to do it all from the MAC.",good morning coffee and emails again the berry is going to hospital today he is sick so i will have to do it all from the mac,good morning coffee email berry going hospital today sick mac,good morn coffe email berri go hospit today sick mac,0,Negative,0,0,0,,jasonbarry,-0.1027,-0.007142857142857173,-0.054921428571428586,Negative
About to go back to school - not good. Already half a litre of coffee but still no energy ,about to go back to school not good already half a litre of coffee but still no energy,go back school good already half litre coffee still energy,go back school good alreadi half litr coffe still energi,0,Negative,0,0,0,,OllyFisk,-0.4449,-0.1722222222222222,-0.3085611111111111,Negative
"@TommyLind &quot;Coffee machine broken?!!&quot; Worst three words in the English language--OK, in ANY language!!! ",quotcoffee machine brokenquot worst three words in the english languageok in any language,quotcoffee machine brokenquot worst three word english languageok language,quotcoffe machin brokenquot worst three word english languageok languag,0,Negative,0,1,0,,JMcMurdo,-0.7405,-0.5,-0.62025,Negative
"A iced hazelnut coffee from McDs sounds great right about now, too bad I've given up caffeine.I guess I'll have to stick to my ice water ",a iced hazelnut coffee from mcds sounds great right about now too bad ive given up caffeinei guess ill have to stick to my ice water,iced hazelnut coffee mcds sound great right bad ive given caffeinei guess ill stick ice water,ice hazelnut coffe mcd sound great right bad ive given caffeinei guess ill stick ice water,0,Negative,0,0,0,,LizCasales,0.1531,0.12857142857142867,0.14083571428571434,Positive
"@TommyLind BTW, glad all is well w/your coffee again!! Monday w/out coffee is like a scraped knee with no band-aid for it!! ",btw glad all is well wyour coffee again monday wout coffee is like a scraped knee with no bandaid for it,btw glad well wyour coffee monday wout coffee like scraped knee bandaid,btw glad well wyour coffe monday wout coffe like scrape knee bandaid,0,Negative,0,1,0,,JMcMurdo,0.7627,1.0,0.8813500000000001,Positive
